	id	version	lr	episode_n	trajectory_n	trajectory_len	q_param	total_elapsed	finished	len_ed	maxed	min70	meaned	mean200_ed	mean25_ed	mean50_ed	std_ed	layers_cnt	layers_n1	layers_n2	layers_n3
138	69898457107	13	0.3	400	50	1000	0.875	10158.415456	True	400	23.88299764071709	-39.17101692772716	-28.380151024980705	-26.154531091918088	-32.760705651631035	-32.824264227090964	4.407478602783929	1	100		
139	69928454128	13	0.4	400	50	1000	0.875	10250.362685	True	400	4.136768894194726	-39.61615735617697	-31.642112233633664	-31.85936573962673	-32.33236361068011	-31.53485369523961	4.546458613256045	1	100		
140	69958348013	13	0.1	400	50	1000	0.875	8682.023118	True	400	73.55019371037405	-1.64178058637451	2.405302830672572	-30.42652877302612	49.628165777174445	44.769324848025335	15.953896376421461	1	100		
141	69988448344	13	0.01	400	50	1000	0.875	8178.607671	True	400	75.12103674441055	-11.011216087581214	16.707517629784405	8.380329311100779	20.89399544075718	21.411484407562156	23.5730566344671	1	100		
142	70019111442	13	0.001	400	50	1000	0.875	9774.935604	True	400	25.956055505596627	-24.062795233854214	-19.236795746287118	-27.062732943197574	2.090105360073672	0.38441226673925777	9.219211016517207	1	100		
143	70049965399	13	0.005	400	50	1000	0.875	8424.210323	True	400	66.62287872706854	9.75964979567462	9.526324075425963	-12.699968095262337	43.3080911169566	43.322996653179864	9.51019666171391	1	100		
144	70082322609	13	0.15	400	50	1000	0.9	8161.877102	True	400	77.34201786467501	-18.957849157566983	11.63043026746087	-21.395408546676062	18.02697671449675	25.618710526493032	22.25989942942702	1	100		
145	70114298733	13	0.2	400	50	1000	0.9	9981.291753	True	400	-4.346813141109546	-40.40469742323783	-29.61365563365218	-30.486501469951556	-30.441740239822092	-28.856450937865432	5.011221578603673	1	100		
146	70145850828	13	0.3	400	50	1000	0.9	9814.575693	True	400	22.77131951285258	-40.08893906086321	-28.094466972929972	-26.6328760875386	-28.788029990005874	-29.592121761838328	4.081210169461158	1	100		
147	70176771030	13	0.4	400	50	1000	0.9	9831.993474	True	400	10.9959888355464	-39.314500225594735	-30.00815826605169	-31.10689784015605	-26.491523293519826	-28.520584006703906	6.1600308798309085	1	100		
148	70209425527	13	0.1	400	50	1000	0.9	7561.764123	True	400	67.95114021090143	6.250432613494643	21.306883304079488	1.5083324483520733	39.373566811722895	41.30861105842062	11.780225065459026	1	100		
149	70243955302	13	0.01	400	50	1000	0.9	7427.454957	True	400	76.05656074920215	19.666280551326665	25.310818921215517	4.847030461698694	46.2187032175678	41.87799677708293	8.680552657119536	1	100		
150	70276442452	13	0.001	400	50	1000	0.9	9425.006947	True	400	23.300089455073994	-15.163020728227231	-15.455966199770717	-24.603008873153367	7.016685066048024	5.661938189444752	9.523728762462836	1	100		
151	70309241614	13	0.005	400	50	1000	0.9	7865.30517	True	400	73.68796159954158	13.435080853130907	16.56731682231615	-8.646781264900332	42.48933855579938	44.202439472464405	12.1076728286112	1	100		
152	70342538404	13	0.15	400	50	1000	0.925	10272.74605	True	400	17.395545106824066	-40.321142240267044	-27.662463956220094	-26.995852263677456	-24.908299936499116	-25.940590117354567	5.805645927316537	1	100		
153	70375171835	13	0.2	400	50	1000	0.925	8210.901963	True	400	70.38247475091542	-37.681340345909675	6.638651992619435	31.778815174578423	-29.64729726551191	-31.067596441905224	4.520624779403495	1	100		
154	70410068197	13	0.3	400	50	1000	0.925	9117.359857	True	400	84.20444526802406	-40.96040463347182	-14.192356023741265	-0.907042760415062	-26.66216678936155	-26.777862426693897	6.797994588609964	1	100		
155	70443610704	13	0.4	400	50	1000	0.925	9726.59446	True	400	14.875456322737957	-39.31987468681055	-25.60278831010318	-24.453331168275145	-25.285705069978192	-25.398034620886715	5.614967799941822	1	100		
156	70477708732	13	0.1	400	50	1000	0.925	7616.802451	True	400	77.99265619973788	5.605550535132499	21.445806141299173	-8.03228661025223	55.302512074219564	52.799796183006904	16.734677203439162	1	100		
157	70511984977	13	0.01	400	50	1000	0.925	6988.279839	True	400	75.89394415225408	15.902703942990838	34.91522650058945	25.907620057772846	53.91961407552249	49.54974187051852	13.249597707548459	1	100		
158	70546699591	13	0.001	400	50	1000	0.925	8887.767638	True	400	33.1511114565281	-10.6145104812522	-7.237615214200677	-17.742866640617702	13.354551283462417	10.994592473996523	9.140150343062578	1	100		
159	70581076837	13	0.005	400	50	1000	0.925	7617.248414	True	400	76.30378065662518	20.669225668925204	22.423535693088652	-0.3708551580228095	45.18883008741329	47.90347436470929	11.732862314193534	1	100		
160	70615871151	13	0.15	400	50	1000	0.95	9673.920873	True	400	-4.890670354322719	-37.73858322619707	-25.85675664626676	-27.09632225412498	-24.045810992954067	-23.864979640931036	6.48064275264752	1	100		
161	70650509862	13	0.2	400	50	1000	0.95	9667.28275	True	400	11.318469212932532	-41.03051911261082	-26.56015607755246	-26.509456023376764	-26.61627330427643	-27.043599301173945	5.877975568107449	1	100		
162	70685315090	13	0.3	400	50	1000	0.95	9512.927013	True	400	-0.23972025016284818	-38.450784493811085	-27.104865033742875	-28.15510872749306	-23.793260410350385	-24.879900273571646	7.797176972817439	1	100		
163	70720468754	13	0.4	400	50	1000	0.95	8665.701207	True	400	85.14392968799959	-46.963037348216666	-4.56684522610589	-19.362150119671895	-29.866501238783922	-24.787487842898436	15.651088552509	1	100		
164	70753684771	13	0.1	400	50	1000	0.95	8759.606854	True	400	-1.837443613578479	-37.678916472381744	-25.42943897769692	-24.914412837949158	-24.810618858400254	-24.425509414163553	8.510448944051827	1	100		
165	70787338684	13	0.01	400	50	1000	0.95	6505.109896	True	400	78.4617758124116	-2.60556287138975	34.84939111606943	20.59028463457556	32.56914787478322	44.16264245722816	18.909370359965134	1	100		
166	70822913672	13	0.001	400	50	1000	0.95	8289.447131	True	400	10.561926634868426	-22.520004899338293	-16.826474048051832	-24.99443993666973	-2.8524879330465778	-3.044007720750323	7.563090790482495	1	100		
167	70858516335	13	0.005	400	50	1000	0.95	6576.175989	True	400	70.48699821946832	33.77333317977369	30.529212695960023	11.765238248188675	53.56441832457838	55.73984595274853	7.676318260398704	1	100		
168	70894107880	13	0.15	400	50	1000	0.975	8179.823488	True	400	37.891761248237124	-36.12952949722782	-24.249263937074584	-25.803262203927808	-19.021850245136097	-21.544907163031095	7.710919945786297	1	100		
169	70931428079	13	0.2	400	50	1000	0.975	6302.759434	True	400	78.2144407418385	-6.571065069242606	25.657074479394097	6.487657139413243	29.590353369876283	41.02077733225406	20.756274370612243	1	100		
170	70965724627	13	0.3	400	50	1000	0.975	7681.185984	True	400	3.090971799993204	-37.588233974556125	-24.156980815612613	-24.375614851815154	-20.75133137068508	-23.074412235433908	7.613912565379	1	100		
171	71000558507	13	0.4	400	50	1000	0.975	7896.759211	True	400	32.51891702064501	-41.09471788868723	-31.60258017279938	-40.62535082642894	-24.038131419482728	-23.772576507069157	7.145130245668277	1	100		
172	71037817017	13	0.1	400	50	1000	0.975	5869.773415	True	400	83.19360432712475	-6.262413712865995	36.86782715540198	21.14843795461174	50.98957673348394	51.793675148333044	22.13891733356372	1	100		
173	71076239173	13	0.01	400	50	1000	0.975	5603.157811	True	400	77.38266295109638	15.136737166333845	41.41239957778187	28.500164708967088	56.15644489167608	55.712784009402014	11.728456425380394	1	100		
174	71113395173	13	0.001	400	50	1000	0.975	7114.904076	True	400	26.99702916657488	-11.307188674095016	-9.0053223241252	-18.07768274271808	10.33800028238031	8.185675477623576	8.726390255270575	1	100		
175	71150766923	13	0.005	400	50	1000	0.975	5541.088187	True	400	77.50582743090675	34.63539715869223	34.45897231750382	12.882586059728748	58.50795118791716	58.58753757994737	6.907679033544129	1	100		
176	77770533742	14	0.005	400	200	1000	0.975	13086.155364	False	298	75.08607469346018	40.681252154648256	43.166796835013834	34.94105060081477	59.7537912113817	60.9376760262481	7.459393298191562	1	200		
177	77805012410	14	0.005	400	200	1000	0.98	13093.580259	False	287	77.38594901079306	34.71956008659214	38.928267776450205	30.20596373114242	58.25903591405797	58.566750201974244	9.97137913236894	1	200		
178	77830043585	14	0.005	400	200	1000	0.99	13091.222615	False	295	71.94771405215602	38.77725607384187	40.750354443062115	31.80163597569387	56.60777976353622	57.30321194287058	7.349352556814664	1	200		
