	id	version	lr	episode_n	trajectory_n	trajectory_len	q_param	total_elapsed	finished	len_ed	maxed	min70	meaned	mean200_ed	mean25_ed	mean50_ed	std_ed	layers_cnt	layers_n1	layers_n2	layers_n3
15	65801139728	11	0.005	200	50	1000	0.6	3531.123682	True	200	-18.516696594239093	-39.360493784024115	-30.391296516181647	-30.391296516181647	-30.197578688764157	-30.224158381207744	4.906512053607045	1	50		
16	65804087001	11	0.15	200	50	1000	0.65	3633.093581	True	200	-11.350059148389901	-39.893578837835115	-32.18914610870823	-32.18914610870823	-32.73171236627863	-31.890092282979353	4.353486828733877	1	50		
17	65807916216	11	0.2	200	50	1000	0.65	3559.644232	True	200	-7.932809904101289	-39.3825182479582	-31.701394058797533	-31.701394058797533	-31.74615286723953	-32.515143601397334	3.9612858669764113	1	50		
18	65813250612	11	0.3	200	50	1000	0.65	3501.009251	True	200	14.180043859204812	-39.811923939214644	-30.997075244785755	-30.997075244785755	-31.921943599235874	-32.252059782785096	3.6479438418806764	1	50		
19	65816909985	11	0.4	200	50	1000	0.65	3513.834965	True	200	8.325593789063122	-39.61070090546057	-30.023466231487074	-30.023466231487074	-32.506597256708645	-32.75264804573587	3.404158040994178	1	50		
20	65820281747	11	0.1	200	50	1000	0.65	3589.240873	True	200	1.465902195495221	-39.636650621087625	-32.44616946927555	-32.44616946927555	-31.593645412884072	-32.07954734153885	3.4567745965166585	1	50		
21	65824887148	11	0.01	200	50	1000	0.65	3414.230731	True	200	-15.649371312299541	-38.052856398113725	-29.334935486181553	-29.334935486181553	-26.773686671716305	-27.1955633429413	5.2031345819815815	1	50		
22	65828600011	11	0.001	200	50	1000	0.65	3544.42871	True	200	-20.737199655037898	-39.475490857323734	-32.41612258178671	-32.41612258178671	-32.78294499644831	-31.50550989683505	3.84627645999477	1	50		
23	65832600528	11	0.005	200	50	1000	0.65	3520.008592	True	200	-13.36904967013379	-38.64818899011135	-30.523994838773298	-30.523994838773298	-28.56713686270957	-29.76509988667565	4.932964891025955	1	50		
24	65837600965	11	0.15	200	50	1000	0.7	3525.295502	True	200	0.707860148910985	-40.028780339523436	-31.848863120662912	-31.848863120662912	-31.03483481689469	-31.92516934367161	4.810116229539095	1	50		
25	65841958926	11	0.2	200	50	1000	0.7	3590.994743	True	200	-18.28930925053797	-40.25617763466991	-32.49936160190808	-32.49936160190808	-31.91886228555687	-32.39666059287966	3.862712273292118	1	50		
26	65847433906	11	0.3	200	50	1000	0.7	3529.992901	True	200	12.825914178482368	-39.74145791965352	-31.828388804571187	-31.828388804571187	-31.587791513484234	-32.74602248566998	3.985539104162266	1	50		
27	65853274172	11	0.4	200	50	1000	0.7	3509.133707	True	200	9.826599918147572	-39.88975105663847	-29.40439364809599	-29.40439364809599	-31.737773493450486	-31.634381305977968	4.30305458450325	1	50		
28	65859335449	11	0.1	200	50	1000	0.7	3424.937296	True	200	-11.358111471244142	-40.72428676133454	-31.12142910850971	-31.12142910850971	-30.670844469258544	-30.710558894514815	4.9086357215520895	1	50		
29	65865452139	11	0.01	200	50	1000	0.7	3479.177142	True	200	-4.330778614199508	-40.303765814832225	-28.41763605158746	-28.41763605158746	-24.324178599890978	-25.686060477234495	5.948562554389271	1	50		
30	65871017047	11	0.001	200	50	1000	0.7	3512.98093	True	200	-9.984936859180024	-37.91186712514229	-30.662650613334872	-30.662650613334872	-29.887516643211367	-30.26056676431261	4.390818393166086	1	50		
31	65878132468	11	0.005	200	50	1000	0.7	3497.01749	True	200	6.680331143898668	-38.13246870315921	-29.648910051903048	-29.648910051903048	-30.18502114103061	-30.221224700287383	5.07966275385857	1	50		
32	65884142745	11	0.15	200	50	1000	0.75	3565.775259	True	200	8.077092077231653	-39.61676511254721	-31.366977563030396	-31.366977563030396	-32.416775045484485	-31.08433189884251	4.005174960307321	1	50		
33	65891992335	11	0.2	200	50	1000	0.75	3512.880359	True	200	26.42676786329407	-39.90744530538857	-29.594158636444647	-29.594158636444647	-31.040502175655526	-31.049678257179767	3.511691160552626	1	50		
34	65899781226	11	0.3	200	50	1000	0.75	3520.56484	True	200	25.85170362480267	-39.37896825938986	-29.901444255472338	-29.901444255472338	-32.319934478406	-32.566688582358076	3.457452781419491	1	50		
35	65906519852	11	0.4	200	50	1000	0.75	3413.131422	True	200	1.342625816867198	-39.84398937003333	-32.51373676839058	-32.51373676839058	-31.79823863102615	-31.52877417351741	4.736374220642264	1	50		
36	65912275708	11	0.1	200	50	1000	0.75	3489.579008	True	200	16.74771382770167	-39.617927715817274	-30.0959819379392	-30.0959819379392	-30.937185037641015	-31.609158940810584	4.6500714663229425	1	50		
37	65917689885	11	0.01	200	50	1000	0.75	3397.572035	True	200	7.674893897287027	-36.22905741160394	-22.664845665899847	-22.664845665899847	-14.822312254969187	-14.218252705439648	11.26014789116819	1	50		
38	65923437217	11	0.001	200	50	1000	0.75	3500.173071	True	200	-10.523791601823218	-37.183376739492466	-29.596527747764362	-29.596527747764362	-28.42452013932482	-29.221461921432525	4.941685616407181	1	50		
39	65929677891	11	0.005	200	50	1000	0.75	3501.859453	True	200	-1.80834409917985	-35.75628146169648	-27.157507735245417	-27.157507735245417	-23.494760716296767	-22.90222083182114	6.962604442240932	1	50		
40	65935606500	11	0.15	200	50	1000	0.8	3532.913548	True	200	25.05831296912321	-39.71016155444575	-30.210742428994713	-30.210742428994713	-32.07144241257683	-31.71931943788871	4.4713509740159845	1	50		
41	65942869057	11	0.2	200	50	1000	0.8	3549.226778	True	200	13.358411584864562	-39.73052028566778	-30.201638371208414	-30.201638371208414	-28.731983670645846	-30.440943424315847	5.773004605601009	1	50		
42	65951813936	11	0.3	200	50	1000	0.8	3386.976377	True	200	14.901497307097973	-39.618868759199316	-32.06614666501094	-32.06614666501094	-32.614206774551754	-32.14210567230355	3.6362726668387046	1	50		
43	65958997023	11	0.4	200	50	1000	0.8	3411.938611	True	200	11.088948483008048	-39.80943659598058	-29.45578578861894	-29.45578578861894	-31.705943836211617	-31.936254762303115	3.74856784731183	1	50		
44	65968560182	11	0.1	200	50	1000	0.8	3084.446039	True	200	61.933044534057764	-21.472839745309965	-7.392104547261972	-7.392104547261972	6.060714726604264	17.27867376175905	18.932148949685466	1	50		
45	65977734402	11	0.01	200	50	1000	0.8	3143.50367	True	200	39.80617264571343	-18.187035864865713	-8.86749987247983	-8.86749987247983	22.722838080315654	15.81591137602528	13.34051813810888	1	50		
46	65987158790	11	0.001	200	50	1000	0.8	3485.462767	True	200	-12.167502310607055	-39.74305039935159	-31.319338302412607	-31.319338302412607	-30.551233123708172	-30.44564870252551	4.928253063910685	1	50		
47	65995681445	11	0.005	200	50	1000	0.8	3305.141835	True	200	18.331107779915907	-31.668915010592883	-18.712287884736156	-18.712287884736156	-1.3091540969259576	-5.122346604147057	10.682797010935234	1	50		
48	68173334458	12	0.15	400	50	1000	0.8	8210.936352	True	400	12.267501253879386	-39.181282367957614	-31.17132417377431	-30.680064114666475	-31.835608585801573	-31.48590724427522	4.406326661567576	1	50		
49	68179960160	12	0.2	400	50	1000	0.8	8244.40254	True	400	11.400871757346392	-40.28838462634549	-31.151131071333058	-30.800962548207803	-32.224140450112344	-32.723605724106285	3.9496275046530065	1	50		
50	68186458809	12	0.3	400	50	1000	0.8	9258.837543	True	400	-10.545336369466053	-40.33393274460366	-31.65163587695869	-31.99633245362228	-30.050373402573612	-30.236507935927207	5.75104250257974	1	50		
51	68193043230	12	0.4	400	50	1000	0.8	8179.007462	True	400	15.239040836204442	-39.17818062850227	-30.29900028469543	-28.652712168880516	-32.03621176971924	-31.87923040101361	4.243736598956304	1	50		
52	68199797143	12	0.1	400	50	1000	0.8	8313.948178	True	400	0.9609819301064613	-39.4445117776876	-31.85895851169936	-31.998543147137227	-31.003304899624837	-31.885282559243088	4.222129454991556	1	50		
53	68210417201	12	0.01	400	50	1000	0.8	6988.306143	True	400	63.91780213347138	-24.28532922815142	5.952769774776732	-1.8193723227515728	26.90768489162757	19.07661699647433	14.836457058331096	1	50		
54	68222716867	12	0.001	400	50	1000	0.8	8171.32879	True	400	7.307283031994707	-36.005290152220326	-26.39940737209138	-28.13180353539683	-19.294191724676036	-20.56852759401521	6.5999284067973445	1	50		
55	68230281079	12	0.005	400	50	1000	0.8	7202.653706	True	400	44.64247454192642	-2.747096655773858	1.7483441659702612	-14.591356213392006	20.579936550751334	19.832523750930594	11.273327850630713	1	50		
56	68237714701	12	0.15	400	50	1000	0.825	8508.212741	True	400	7.57609848374508	-39.38439389187648	-32.05373710322743	-32.108901783633485	-32.361528927770316	-32.6176047038632	4.023727557007508	1	50		
57	68244951406	12	0.2	400	50	1000	0.825	8435.295444	True	400	10.328605748152633	-40.71021347920695	-31.931212193374105	-31.941066187920907	-31.183868525202225	-31.516869876790285	4.9250112608510594	1	50		
58	68252215813	12	0.3	400	50	1000	0.825	8467.37868	True	400	7.4470422148089055	-40.61615792733693	-31.502076735396187	-31.224646005071087	-31.522634568272455	-31.249727184532976	4.300248339135494	1	50		
59	68260054873	12	0.4	400	50	1000	0.825	8393.31445	True	400	21.96569080445545	-39.596451654293475	-30.444309759510006	-29.13155220032098	-32.84010376464954	-31.748909825044816	4.734649803164036	1	50		
60	68272759074	12	0.1	400	50	1000	0.825	6848.298478	True	400	66.66480479948979	-13.967145125824846	13.380067003201441	3.0580487531618292	11.817149196107016	23.70521696436671	20.227013225514373	1	50		
61	68284142202	12	0.01	400	50	1000	0.825	7403.777912	True	400	53.476427732557895	-0.5980429569979386	1.3959256600899765	-11.315214557539907	24.729050496472713	26.8509191139741	10.611601907362978	1	50		
62	68295179816	12	0.001	400	50	1000	0.825	8775.148903	True	400	2.871318995850203	-30.03063257313228	-24.772010360200817	-28.90770221258329	-13.385406745050815	-14.11966727594173	7.495387081255515	1	50		
63	68309226214	12	0.005	400	50	1000	0.825	7656.441879	True	400	54.51434294157118	1.8926134391110734	3.0701407882988176	-17.841196874104163	28.071184657239268	25.785630289825935	9.954050736122667	1	50		
64	68322888172	12	0.15	400	50	1000	0.85	9284.518112	True	400	9.39330079698845	-39.94884673652151	-30.395261003183805	-30.095211476548524	-31.113765871936423	-30.58736588948766	4.232661316496636	1	50		
65	68331114328	12	0.2	400	50	1000	0.85	9185.521039	True	400	28.718323856073365	-40.3333758576193	-30.605392582625544	-29.418813119355427	-31.239591846878348	-30.649789410117346	4.8719562054561365	1	50		
66	68339943706	12	0.3	400	50	1000	0.85	9131.755301	True	400	10.008312487963595	-39.46768225548272	-31.692134513321854	-32.18691610848461	-32.844480692155656	-32.67153250417998	4.1265111892857265	1	50		
67	68349006120	12	0.4	400	50	1000	0.85	9340.992555	True	400	4.476253448886276	-40.51252783103096	-30.946856985960117	-30.67657098444569	-30.49502297938748	-30.85005729108387	4.696680320040859	1	50		
68	68358505511	12	0.1	400	50	1000	0.85	8062.607958	True	400	63.81192775801335	-43.69393992783113	4.222768943757246	2.8685339563702725	-16.213499176426218	0.6642458286113688	27.40192134541536	1	50		
69	68368044233	12	0.01	400	50	1000	0.85	7547.734743	True	400	59.35552872592964	-1.1307166063181553	14.848190428981953	2.367435044774122	28.061940799847257	31.363479912609478	11.34982604249256	1	50		
70	68376931621	12	0.001	400	50	1000	0.85	9187.535709	True	400	8.159131012120616	-25.22468386238861	-18.913484695810425	-24.428627653461113	-5.184200991695284	-7.103850002727594	7.2443433014719165	1	50		
71	68389897433	12	0.005	400	50	1000	0.85	8686.445406	True	400	58.05358226366447	9.768668278761991	9.432723815311773	-11.300760627405873	33.282708714332365	37.14502488988442	9.585574328742828	1	50		
72	68400018771	12	0.15	400	50	1000	0.875	10566.55773	True	400	-9.939890936391182	-41.31149833447648	-30.413122883764917	-30.317613903003654	-27.64884156367769	-29.81474719506647	6.105274619389643	1	50		
73	68413742467	12	0.2	400	50	1000	0.875	10416.724948	True	400	13.180985803663757	-40.47938383464754	-29.728809519112957	-29.39861077952815	-30.67615056152341	-30.806831908886625	5.893858080790045	1	50		
74	68424887140	12	0.3	400	50	1000	0.875	10547.580567	True	400	8.763856900503683	-40.716487265159415	-31.598094487225012	-31.868883502952322	-29.944298901880444	-29.85369637434467	4.1060843968547704	1	50		
75	68436792050	12	0.4	400	50	1000	0.875	10473.88724	True	400	13.354406549413643	-40.25243731074491	-30.421512051498443	-29.596892172584973	-31.889084977589324	-31.820514430049535	4.30998741876837	1	50		
76	68448510492	12	0.1	400	50	1000	0.875	8740.987881	True	400	84.39443820597853	-16.26192135152585	8.031806771617815	-16.504625937561055	26.79131839589375	37.85031551022903	20.63270887270286	1	50		
77	68461606631	12	0.01	400	50	1000	0.875	8549.078748	True	400	68.29700603064363	-21.973071216531622	12.592203191169393	-3.8611807106300695	14.90499552941358	11.0885235355129	20.36335637575575	1	50		
78	68472919649	12	0.001	400	50	1000	0.875	10420.116593	True	400	-3.2362359393298226	-32.57595152537803	-25.677507650652885	-29.063103115722594	-15.56150669831466	-17.608329180048948	7.354766267366435	1	50		
79	68485387825	12	0.005	400	50	1000	0.875	8277.32831	True	400	63.718995212011116	13.696628569034981	16.467139912629218	-2.5724449847836333	32.50810365160983	34.58726309446019	10.623351244171822	1	50		
80	68497469978	12	0.15	400	50	1000	0.9	10394.189272	True	400	25.04587237581969	-37.82438440388596	-28.564527776398883	-28.22576181585263	-30.779458532914692	-28.261966550567863	5.352073372123059	1	50		
81	68514409868	12	0.2	400	50	1000	0.9	7534.220952	True	400	81.95053780619301	-19.671360775775646	30.318784032753683	25.557062481934917	51.124018769614295	43.95787739314256	17.601949345176163	1	50		
82	68527131832	12	0.3	400	50	1000	0.9	10426.379783	True	400	33.764636970808525	-40.64148697427952	-28.561325392209802	-27.500246886666563	-32.3975355252129	-31.8961818500573	4.539663489957938	1	50		
83	68537508976	12	0.4	400	50	1000	0.9	10446.540923	True	400	8.794072644930374	-38.44427248917296	-31.17089447015495	-32.70481290687511	-29.681793387522006	-29.69021522469226	5.664764830420525	1	50		
84	68550800701	12	0.1	400	50	1000	0.9	7795.864937	True	400	77.6135376835717	-34.77616584771336	4.928341045363566	-0.12877401055433665	18.010242462178336	8.459451382760944	33.27003760373576	1	50		
85	68563901984	12	0.01	400	50	1000	0.9	8109.844507	True	400	70.71131348228893	1.4122922907372129	19.40598930212516	3.4188646560495046	25.461010888230767	28.13692783885085	14.430179537946218	1	50		
86	68577748804	12	0.001	400	50	1000	0.9	9949.607186	True	400	15.191799320643547	-17.591107559184167	-16.661515950861386	-24.542052237767038	-1.0611085584546942	-0.8947918635083569	7.795516472642646	1	50		
87	68591586714	12	0.005	400	50	1000	0.9	7988.942648	True	400	68.38079302616141	24.50774407887031	22.28060157358884	-1.6486969380553853	49.88300639368322	49.160039068325304	9.31723855170563	1	50		
88	68604635776	12	0.15	400	50	1000	0.925	10165.192014	True	400	20.60820004862057	-37.8101762203539	-26.655789409829996	-26.824486205336733	-24.992442520014194	-27.4299261631081	5.20974272734887	1	50		
89	68618145219	12	0.2	400	50	1000	0.925	10215.809396	True	400	7.201168765077808	-40.541360633832795	-29.479423324821795	-29.52415083930564	-25.869378095300526	-27.983024695486826	7.23614345160155	1	50		
90	68633985215	12	0.3	400	50	1000	0.925	10256.159421	True	400	28.76856498355012	-37.44382423268945	-28.66861698284878	-29.894749178014646	-28.71311128255884	-27.451707872742688	6.245555774893304	1	50		
91	68650570925	12	0.4	400	50	1000	0.925	9303.47185	True	400	67.6731695010811	-37.70280626927244	-6.960756090741374	-0.31682721568531064	-28.18304100375613	-28.40659177723879	5.227518282925069	1	50		
92	68666199134	12	0.1	400	50	1000	0.925	7970.621362	True	400	83.89469967972454	-16.542853675426887	20.071723887644264	-0.646136928919409	42.518089931435064	35.8727409116959	27.032340675158526	1	50		
93	68682978133	12	0.01	400	50	1000	0.925	7416.258458	True	400	69.11335458962745	29.09251557047086	31.99077725836512	14.841788551453476	53.2919601873809	51.10401127799554	8.309830315175429	1	50		
94	68697817383	12	0.001	400	50	1000	0.925	9934.880426	True	400	16.56142218800629	-27.17269656923916	-19.985734576149795	-27.876292224959926	-2.1816786759733833	-5.001291669152919	9.63402980631954	1	50		
95	68711309481	12	0.005	400	50	1000	0.925	8078.739081	True	400	70.93768264642199	21.52603666630429	18.715509672457955	-11.445573916818557	46.81944813026396	46.1971333585027	9.094718594885775	1	50		
96	68724437942	12	0.15	400	50	1000	0.95	10061.910578	True	400	2.4619679341603846	-41.813662232920116	-26.419318923867184	-26.452197472216014	-23.981169632377824	-27.43677736444054	6.573090779309381	1	50		
97	68738856881	12	0.2	400	50	1000	0.95	10137.66731	True	400	22.333661091714372	-36.7896259556488	-25.529583214026772	-24.52435618713842	-26.744521739234905	-27.791437502410677	5.337150745583794	1	50		
98	68751857313	12	0.3	400	50	1000	0.95	10056.136616	True	400	16.17938972232616	-37.66934578801826	-25.23518703456957	-23.634698518197567	-31.25016859770137	-29.27162405829566	5.638122940933713	1	50		
99	68765193204	12	0.4	400	50	1000	0.95	10123.345275	True	400	6.132196274995708	-37.185169963386706	-26.37828622262444	-26.9856001714155	-26.78566408292335	-24.641660183724618	8.454552935861694	1	50		
100	68782545639	12	0.1	400	50	1000	0.95	10209.935123	True	400	-3.2356691007439724	-38.43174550600393	-26.239126708835506	-25.79420373657638	-26.28923546833005	-27.386461301453696	6.498195164608396	1	50		
101	68796186114	12	0.01	400	50	1000	0.95	6806.808478	True	400	72.7876149784814	7.9088643956029125	33.237595344315054	17.036447797882822	56.84724957602227	53.16918563638435	10.200042809824172	1	50		
102	68809635760	12	0.001	400	50	1000	0.95	9478.382501	True	400	32.121274712946345	-19.97582314667323	-12.62983200385603	-19.48372857935205	2.876683926970095	1.3604367372221737	10.052874352388818	1	50		
103	68824269880	12	0.005	400	50	1000	0.95	7992.963728	True	400	72.39548823448813	27.686934965475302	19.786640765599408	-5.439214807336274	49.94101972595783	47.88922284276137	9.318373566280332	1	50		
104	68837581774	12	0.15	400	50	1000	0.975	6892.309365	True	400	81.14303075365682	27.188402733020656	38.1898780607528	33.58333168018794	52.60191640746748	54.45776835594911	10.282173276457936	1	50		
105	68851154596	12	0.2	400	50	1000	0.975	10024.995117	True	400	7.011354222785348	-44.35346336680485	-23.79982707313724	-23.952623667722595	-24.08821089946496	-25.18208133833343	10.312152054750356	1	50		
106	68866188997	12	0.3	400	50	1000	0.975	8128.821393	True	400	89.6232593221216	-42.50043929370151	13.14488499392552	33.505992845270605	-23.976940384795583	-24.57439171204604	9.971445482979478	1	50		
107	68881786991	12	0.4	400	50	1000	0.975	9949.211786	True	400	24.07398849697537	-38.098844116195394	-23.786029619660663	-23.217825805475623	-22.903222126600852	-21.758361869360474	10.242015568263769	1	50		
108	68899800364	12	0.1	400	50	1000	0.975	9909.555611	True	400	29.30533401072671	-38.40450229368253	-22.148344530390922	-22.249152114879625	-25.86429385752806	-23.354852705608486	8.403165611061468	1	50		
109	68917656421	12	0.01	400	50	1000	0.975	7150.666041	True	400	72.97024507758314	24.5520229834246	33.99768862689663	14.21151387650228	57.971842882929465	57.3351618702157	6.405664805502003	1	50		
110	68931869217	12	0.001	400	50	1000	0.975	9441.426787	True	400	15.766161102024544	-18.277917665784145	-12.779472635507922	-17.758785305781547	-1.1224593890403827	-1.7069923720907147	8.148221927458442	1	50		
111	68951149675	12	0.005	400	50	1000	0.975	7729.784511	True	400	72.55015893283297	41.44486443162903	25.066014233654467	-3.3827771152139805	58.05093453217835	58.50241446938389	6.77058355391451	1	50		
112	69223747732	13	0.15	400	50	1000	0.8	8980.752896	True	400	54.94289344710734	-18.369481809219145	3.638811379302049	-11.477956575885695	11.697174655283252	20.35032833042757	16.828418497627187	1	100		
113	69249049532	13	0.2	400	50	1000	0.8	10528.843806	True	400	6.03745784236826	-40.11282255819489	-32.37726636068533	-33.280875008422	-31.389800457458954	-31.63128107824426	4.278657686120984	1	100		
114	69275037579	13	0.3	400	50	1000	0.8	10470.241896	True	400	23.136467860373617	-39.038804046657695	-29.89522763767936	-27.86375633078759	-32.18952118429644	-32.27176639212412	4.497798298616256	1	100		
115	69300126984	13	0.4	400	50	1000	0.8	10360.441664	True	400	33.231147497312435	-40.07285928799774	-30.07095425473018	-28.392714639439433	-32.83356484684751	-32.37787826281963	3.6000065030006576	1	100		
116	69324791207	13	0.1	400	50	1000	0.8	9614.233496	True	400	56.446727979927054	0.07824453361152109	-9.963943101364896	-30.486393831802708	29.285428545554055	32.443893300335134	10.243168256380484	1	100		
117	69352131378	13	0.01	400	50	1000	0.8	8792.846982	True	400	61.52837875814407	-1.3949064672873563	7.398827496892799	-9.466342754825389	25.471760890104775	26.784629032232566	14.20874721414411	1	100		
118	69375224064	13	0.001	400	50	1000	0.8	9733.748714	True	400	25.08291711665315	-32.692949951454786	-24.168985269105846	-26.757787229491733	-17.720442763746277	-18.668145666681706	7.443033975178075	1	100		
119	69401202181	13	0.005	400	50	1000	0.8	9044.108817	True	400	56.74510136401224	-5.999680269444414	2.4280135691382996	-11.382953300080198	15.48294317963103	16.934420880759507	12.40068884321906	1	100		
120	69425090324	13	0.15	400	50	1000	0.825	10652.673578	True	400	-7.405296204609706	-39.73196450369417	-31.92367730675612	-32.47393656691217	-31.4033611319796	-31.778360709523636	4.085680825962473	1	100		
121	69450435341	13	0.2	400	50	1000	0.825	10489.382847	True	400	3.035291258358492	-40.035545917287074	-31.201634036119454	-30.838691716861828	-31.857284107502075	-31.581152775055376	4.162662729415989	1	100		
122	69476527414	13	0.3	400	50	1000	0.825	10442.065961	True	400	27.671507361069022	-37.5727373854664	-29.313622660895593	-27.13066275325823	-33.73995255138372	-32.28205015887442	3.775263313329633	1	100		
123	69503508397	13	0.4	400	50	1000	0.825	10556.108516	True	400	-15.586257853331698	-40.29949305873461	-31.907845028462024	-31.98760284967206	-31.847974787511813	-32.22588617808568	3.7643596959855374	1	100		
124	69530605326	13	0.1	400	50	1000	0.825	9220.991905	True	400	59.61491811064642	-34.325299248540695	-2.3965760612079374	-22.941290526410672	24.396881688095494	20.180240251302973	23.472948998144172	1	100		
125	69558782924	13	0.01	400	50	1000	0.825	8539.910688	True	400	61.12303538788384	-2.9809143851112	13.43529360560097	-0.7712761679066569	16.937054961272345	21.498674642154995	12.186133011027644	1	100		
126	69586057007	13	0.001	400	50	1000	0.825	10330.093075	True	400	-4.110469495205192	-31.635723932034203	-26.955701056994517	-30.079037686869516	-17.53404663423394	-18.420581519150833	5.9094867191971625	1	100		
127	69613542830	13	0.005	400	50	1000	0.825	8685.216735	True	400	59.300430038566894	-17.73662266462207	8.94085255871348	-7.4133415869574115	27.55558231360516	25.508430627458843	15.503128200153364	1	100		
128	69640119320	13	0.15	400	50	1000	0.85	10534.857203	True	400	-10.434109486937711	-39.80941923649676	-32.101932394054444	-32.76807011666301	-33.57296577418012	-32.97509008363211	3.9284109574815016	1	100		
129	69665154646	13	0.2	400	50	1000	0.85	10469.757387	True	400	-15.047628852241928	-39.800076975029604	-31.178303810050807	-32.54471442125361	-28.45295762236313	-29.48142067462824	5.063323389772573	1	100		
130	69690332971	13	0.3	400	50	1000	0.85	10455.117638	True	400	-6.7334863676180525	-39.450237663055916	-31.52711699428794	-32.580594941848446	-31.830525427286386	-31.121357638768032	4.443531339245261	1	100		
131	69716433676	13	0.4	400	50	1000	0.85	10436.281482	True	400	12.28046149192563	-40.13513172248092	-29.475598546150977	-28.002780767937402	-29.59585073131195	-30.436418036618036	4.172438131614043	1	100		
132	69743727126	13	0.1	400	50	1000	0.85	9214.249263	True	400	65.57807654531578	4.917301812261408	-6.0226666096251975	-29.470420680659284	44.753408265048186	39.73676767453899	10.158443346320148	1	100		
133	69767820600	13	0.01	400	50	1000	0.85	8707.473323	True	400	62.81013589798443	1.441788563858837	7.605219290329601	-12.028850493080576	33.068693920278655	31.690637371628846	10.575989224215549	1	100		
134	69792012601	13	0.001	400	50	1000	0.85	9859.983041	True	400	20.079998738390888	-19.738715145742564	-18.781656526095762	-27.767317057769198	5.077510358898325	0.43674322662166226	8.566164327143447	1	100		
135	69816934170	13	0.005	400	50	1000	0.85	8777.296833	True	400	57.25495397117347	5.872671340467391	6.7578269135305575	-15.249462948886139	35.98234642377644	34.306794460467735	10.58698206818544	1	100		
136	69841336278	13	0.15	400	50	1000	0.875	10217.914339	True	400	43.766139309135696	-39.439906551746006	-25.552897768624945	-20.42646087917099	-31.011203687098767	-30.586953561331367	4.474177197641346	1	100		
137	69868328767	13	0.2	400	50	1000	0.875	10415.289095	True	400	21.458279926093255	-40.659241812553276	-31.428156536763254	-31.649005650657028	-32.02962212704955	-31.84795602123183	4.26293144544933	1	100		
