	id	version	lr	episode_n	trajectory_n	trajectory_len	q_param	total_elapsed	finished	len_ed	maxed	meaned	mean200_ed	mean25_ed	mean50_ed	std_ed	layers_cnt	layers_n1	layers_n2	layers_n3
155	2295990223883	3	0.01	400	100	500	0.5	9416.204675	True	400	-25.179364808215624	-97.33384278775064	-91.67926240997691	-264.242925714947	-187.24137402515527	104.11280821824197	2	200	400.0	
156	2296019840994	3	0.01	400	100	500	0.5	22740.847829	False	169	147.07840097538084	18.08911125045778	18.08911125045778	121.53931072227715	117.15140850600338	17.98015574409512	2	400	10.0	
157	2296050387854	3	0.01	400	100	500	0.5	18557.087417	False	99	141.950105699728	25.19663198082436	25.19663198082436	62.35869793192287	63.31845837856066	30.559280415845013	2	400	30.0	
158	2296081964952	3	0.01	400	100	500	0.5	17018.773725	False	171	271.42891383226487	127.73701669756218	127.73701669756218	205.74460977429445	224.42428812129467	49.230919303899704	2	400	65.0	
159	2296110021230	3	0.01	400	100	500	0.5	16417.944891	False	394	2.53642969691545	-387.9198433867353	-127.09624163605345	-878.6282661638132	-863.3156478930883	63.840477523778176	2	400	100.0	
160	2296140644394	3	0.01	400	100	500	0.5	15257.781631	False	74	106.99657622140609	-36.06117534960715	-36.06117534960715	36.35384327382479	13.817710358729245	39.08477809596538	2	400	200.0	
161	2296170514484	3	0.01	400	100	500	0.5	10168.591601	True	400	-117.95995261770767	-132.2124054965503	-132.3631464170199	-132.95103754901686	-132.21455126543486	5.565578829927879	2	400	400.0	
162	2297488260241	4	0.01	400	100	500	0.5	14006.774705	False	127	77.33116413570677	-78.25010472131545	-78.25010472131545	56.77255620105243	22.79218567018091	41.230109788127535	3	10	10.0	10.0
163	2297515736422	4	0.01	400	100	500	0.5	5198.024874	False	89	-12.769721182935628	-98.92504767207474	-98.92504767207474	-62.940369862379484	-66.43476609304997	42.957454687493495	3	10	10.0	30.0
164	2297548392332	4	0.01	400	100	500	0.5	4257.512169	False	67	-14.440559099657039	-106.41065954264369	-106.41065954264369	-80.19868707536895	-89.27331815381719	54.6482721822725	3	10	10.0	65.0
165	2297580987042	4	0.01	400	100	500	0.5	25353.123504	True	400	187.51003669011226	40.75269306151008	4.8492512728720385	107.53681295844777	116.4445067356278	41.35510015447729	3	10	10.0	100.0
166	2297614203112	4	0.01	400	100	500	0.5	525.397806	False	22	-82.57937901843665	-127.91918191467018	-127.91918191467018	-127.91918191467018	-127.91918191467018	28.73023441232617	3	10	10.0	200.0
167	2297817509090	4	0.01	400	100	500	0.5	64.800758	False	1	-173.9508104467931	-173.9508104467931	-173.9508104467931	-173.9508104467931	-173.9508104467931	0.0	3	10	30.0	200.0
168	2297923120514	4	0.01	400	100	500	0.5	532.627023	False	21	-135.7794096913513	-154.64456738288	-154.64456738288	-154.64456738288	-154.64456738288	16.196991238261248	3	10	65.0	30.0
169	2297955084208	4	0.01	400	100	500	0.5	552.357468	False	22	-113.6336189050496	-134.21577973376	-134.21577973376	-134.21577973376	-134.21577973376	19.563977992329935	3	10	65.0	65.0
170	2298095649748	4	0.01	400	100	500	0.5	93.710847	False	1	-251.9643717561712	-251.9643717561712	-251.9643717561712	-251.9643717561712	-251.9643717561712	0.0	3	10	100.0	10.0
171	2298168636587	4	0.01	400	100	500	0.5	23605.723354	True	400	124.27884757770589	38.12991551332737	34.86186608868505	-42.78239053672896	-11.658621221482798	47.70041567994155	3	10	100.0	65.0
172	2298203526999	4	0.01	400	100	500	0.5	48.83425	False	2	-157.41821253020893	-167.25152665338507	-167.25152665338507	-167.25152665338507	-167.25152665338507	9.833314123176137	3	10	100.0	100.0
173	2298777797637	4	0.01	400	100	500	0.5	410.779589	False	9	-166.78210039679436	-174.3602323181455	-174.3602323181455	-174.3602323181455	-174.3602323181455	5.279791321645271	3	30	10.0	10.0
174	2298818867762	4	0.01	400	100	500	0.5	21024.598023	True	400	167.64899240039006	-16.32493436745403	25.93572952684467	82.57384562728981	39.11692753580819	57.93634330304544	3	30	10.0	30.0
175	2301869471853	4	0.01	400	100	500	0.5	21800.127001	True	400	-41.66810211372889	-725.1378712444975	-587.4099178906113	-829.2587845688904	-849.6300439574361	57.54914775747859	3	65	400.0	100.0
176	2302782731016	4	0.01	400	100	500	0.5	17657.227028	True	400	207.4952087174722	15.8221162109235	-40.71566474297051	-5.420144208163118	-34.93462479412973	58.5187119440662	3	100	65.0	65.0
177	2303752440811	4	0.01	400	100	500	0.5	2109.999554	True	400	-62.28329195384761	-129.23707440454774	-126.17653948510653	-132.41575841103503	-132.41141785810433	4.405578585908136	3	100	400.0	30.0
178	2304749850198	4	0.01	400	100	500	0.5	20275.913393	True	400	151.09979581959064	62.758065602254995	21.8199575000942	129.98503413187146	91.29327896571432	56.46542809611244	3	200	65.0	10.0
179	2305845064115	4	0.01	400	100	500	0.5	4748.296723	True	400	-86.65906897397959	-627.2482321418852	-394.61698998219873	-851.7221997559183	-858.6900228338147	52.02633567657888	3	200	200.0	400.0
180	2306968164056	4	0.01	400	100	500	0.5	10459.823764	True	400	83.17848159566027	-311.29355020615105	-19.59229490740809	-583.1296987234296	-577.8945890854826	18.044103204956674	3	400	30.0	200.0
181	52289384530357	5	0.001	400	150	500	0.5	24875.440881	True	400	62.59573902282668	-29.99613735164082	-82.84500291925191	49.584040606805594	46.8105724160657	5.608004059510052	1	100		
182	52290410650317	5	0.001	400	50	500	0.5	7507.388216	True	400	49.188186824110225	-32.41450103540221	-81.00751156615047	35.32709280228254	32.72634831909324	10.565070110542017	1	200		
183	56417427043	5	0.001	400	70	500	0.7	11624.490419	True	400	94.35504838413219	-15.724307175467384	-68.06718451338094	68.85892926851594	65.2548706467371	10.852000968279073	1	200		
184	62295195100690	6	0.001	400	100	500	0.5	538.23207	False	51	-158.09587528746223	-188.62913369749677	-188.62913369749677	-180.41542804137873	-188.24499983728492	13.894158777419042	2	10	10.0	
185	62295221248791	6	0.001	400	100	500	0.5	4356.506295	True	400	-26.628074896836374	-118.34900867325992	-148.40177860154984	-41.5546256513463	-51.64566232344672	12.089621558970977	2	10	30.0	
186	62295244280154	6	0.001	400	100	500	0.5	13717.566964	True	400	54.291890730905926	-57.32555587414169	-124.72204024378648	39.12410987203039	37.29157647324984	8.752752410695404	2	10	65.0	
187	62295405400446	6	0.001	400	100	500	0.5	17244.367211	True	400	72.22766347555051	-41.34348807426549	-117.48846562337509	61.33531489944291	63.294526713910024	5.445180323758729	2	30	65.0	
188	62295516527882	6	0.001	400	100	500	0.5	13168.849214	True	400	58.34416803147041	-52.650802205614546	-119.30316121460316	45.16252170072781	42.07982403139638	7.741852410548224	2	65	10.0	
189	62295544359654	6	0.001	400	100	500	0.5	22556.569981	True	400	100.96233658574032	-12.874237623860981	-83.57556181102147	89.48800199214858	87.28912668421187	5.9487431527408186	2	65	30.0	
