	id	version	lr	episode_n	trajectory_n	trajectory_len	q_param	total_elapsed	finished	len_ed	maxed	meaned	mean200_ed	mean25_ed	mean50_ed	std_ed	layers_cnt	layers_n1	layers_n2	layers_n3
10	2287512694840	1	0.01	200	150	1000	0.8	16204.668182	True	200	174.73868164241094	71.81787391980262	71.81787391980262	154.09694821975853	149.6474008096579	13.642971256560267	1	150		
11	2287523963825	1	0.01	200	150	1000	0.9	9617.723518	True	200	259.9824212436325	82.66896958780137	82.66896958780137	219.30351938834644	213.32678561798963	32.33575059336734	1	150		
12	2287779104328	1	0.01	200	150	500	0.7	13685.463738	True	200	183.53809715853308	85.02270849760083	85.02270849760083	162.97355105104737	155.21512092183266	15.129526252741432	1	200		
13	2287789736369	1	0.01	200	150	500	0.8	6739.560764	True	200	272.0255667873906	135.7462241479996	135.7462241479996	259.56782731226684	236.85002892490567	37.45277276894814	1	200		
14	2287800760379	1	0.01	200	150	500	0.9	15956.887665	True	200	151.28318232533377	57.606837110878516	57.606837110878516	77.293288101517	97.99975597588801	30.509683908601385	1	200		
15	2287810209359	1	0.01	200	150	1000	0.7	24054.27773	True	200	171.45234980695196	86.82293842901097	86.82293842901097	150.70074994207903	142.55489100229477	20.18859200773848	1	200		
16	2290186107434	1	0.01	200	300	1000	0.7	28755.20119	True	200	205.97927477959908	115.18969009341558	115.18969009341558	171.0178087887824	184.68196976705477	18.20685661785854	1	150		
17	2290206223614	1	0.01	200	300	1000	0.8	35098.301292	False	158	182.07182367368426	82.85768558725157	82.85768558725157	158.89811676928616	162.885188080341	10.733953139379972	1	150		
18	2290225173766	1	0.01	200	300	1000	0.9	32506.878859	False	161	181.54088515696557	70.78124566053538	70.78124566053538	166.1597843269597	161.37138464273193	13.736106933067475	1	150		
19	2290248243116	1	0.01	200	10	500	0.5	646.909317	True	200	97.10774999825898	-21.22324689447208	-21.22324689447208	68.5107523003438	62.82379953525066	16.449556997962887	1	200		
20	2290328468478	1	0.01	200	10	1000	0.5	416.152848	True	200	152.63802179737417	-34.098990328228346	-34.098990328228346	82.00106669852421	62.59755263418296	37.01859353877518	1	200		
21	2290410650317	1	0.01	200	50	500	0.5	3826.289291	True	200	242.82918811757622	92.24027835697325	92.24027835697325	198.9424781099633	194.41871332161074	28.873293970086376	1	200		
22	2290491284386	1	0.01	200	50	1000	0.5	5289.764639	True	200	172.2676297509461	52.11138703704901	52.11138703704901	117.23732708326575	108.45923748233218	27.20130577963842	1	200		
23	2290571329061	1	0.01	200	150	500	0.5	876.158035	False	24	13.590681049352725	-74.3476891116611	-74.3476891116611	-74.3476891116611	-74.3476891116611	59.818650285187694	1	200		
24	2290647408028	1	0.01	200	150	1000	0.5	28010.155955	True	200	174.07958783427713	87.97240318267995	87.97240318267995	123.31802306559459	132.80535285969924	21.531408418416508	1	200		
25	2290729677710	1	0.01	200	300	500	0.5	3331.27041	False	35	50.8537703501293	-43.89708557730452	-43.89708557730452	-11.624541582638848	-43.89708557730452	69.15700021507664	1	200		
26	6399962801	1	0.01	200	10	500	0.8	712.129582	True	200	121.15414651060209	-37.5853429672549	-37.5853429672549	6.180920867152684	27.742852870906173	43.8823334405325	1	100		
27	6400331685	1	0.01	200	10	500	0.9	119.552016	True	200	-61.997299473293495	-153.7523632688144	-153.7523632688144	-134.62804655748909	-134.54704737458806	28.799653784023445	1	100		
28	6400680881	1	0.01	200	10	1000	0.7	789.406557	True	200	106.800471148307	-51.20786543501086	-51.20786543501086	-60.930732502323764	-21.00837501768292	56.155033059816084	1	100		
29	6401037224	1	0.01	200	10	1000	0.8	523.16521	True	200	40.68908033257621	-69.19080787196889	-69.19080787196889	5.990585346293128	-18.379764539293095	46.78117122668558	1	100		
30	6401910678	1	0.01	200	10	1000	0.9	252.31704	True	200	27.924516899686484	-118.45408507843592	-118.45408507843592	-8.12919077499273	-43.834287984026986	44.53880215092451	1	100		
31	6402171926	1	0.01	200	50	500	0.7	3675.003798	True	200	232.6362831956616	50.85661807743681	50.85661807743681	195.86461933830708	163.8666228204246	40.2177686011078	1	100		
32	6402388579	1	0.01	200	50	500	0.8	4446.094448	True	200	120.27005977425092	-4.643507837531984	-4.643507837531984	82.44649430527846	82.6303293763542	19.279459573062777	1	100		
33	6402805501	1	0.01	200	50	500	0.9	2873.416922	True	200	83.87599058556823	-38.53772311711435	-38.53772311711435	19.361122926351435	37.84176578030017	27.12355184845461	1	100		
34	6409558227	1	0.01	200	50	1000	0.7	4354.100082	True	200	161.7849925662745	24.990171552739085	24.990171552739085	125.48603399478317	115.49592777823057	22.023831065422463	1	150		
35	6409899577	1	0.01	200	50	1000	0.8	7603.077528	True	200	151.625980565539	35.42590683173065	35.42590683173065	52.49268447786748	50.46955164600075	34.99703756506052	1	150		
36	6410247407	1	0.01	200	50	1000	0.9	3353.688905	True	200	144.18038862383892	-21.225047222955606	-21.225047222955606	84.34254477307502	70.28320020125915	40.52298481519054	1	150		
37	6410622380	1	0.01	200	70	500	0.7	6410.487305	True	200	147.3976048130879	44.595293889048115	44.595293889048115	131.22545967411892	128.80614826685033	12.636361280571927	1	150		
38	6411267961	1	0.01	200	70	500	0.8	6435.72677	True	200	147.40263327664496	44.622838830071835	44.622838830071835	119.14274441001184	106.86202791713323	24.802813723155545	1	150		
39	6411827287	1	0.01	200	70	500	0.9	4829.325813	True	200	134.53745662417182	-1.2192019050657381	-1.2192019050657381	82.38715225233076	73.08344512399098	37.83849966828201	1	150		
40	6412267369	1	0.01	200	70	1000	0.7	4839.932662	True	200	263.31232436491064	100.69798787278661	100.69798787278661	217.66823414652174	223.57879273010658	28.21243337038479	1	150		
41	6412649826	1	0.01	200	70	1000	0.8	10585.117881	True	200	162.03311333680753	29.939659086061294	29.939659086061294	91.93843576327357	110.23643536701256	37.21060557708714	1	150		
42	6413076631	1	0.01	200	70	1000	0.9	85.623944	False	8	-190.06072486577415	-283.1865580958763	-283.1865580958763	-283.1865580958763	-283.1865580958763	57.521891492188544	1	150		
43	2287819483353	1	0.01	200	150	1000	0.8	9515.077714	True	200	276.2139817418202	151.24436640789168	151.24436640789168	237.90717707922252	240.10934907505816	43.234922179528	1	200		
44	2290748504803	1	0.01	200	300	500	0.7	11197.60418	True	200	278.91220986773374	189.33358589992986	189.33358589992986	253.27827180174873	255.9325904490687	15.792391499134434	1	200		
45	2291794929121	2	0.01	400	50	500	0.5	10007.775985	True	400	270.621877440778	93.36906328785331	3.196619653551343	235.13796763210357	229.1558143011655	18.263262369867636	1	30		
46	2295244280154	3	0.01	400	100	500	0.5	33919.556442	True	400	120.89846773837297	62.76618740816408	28.903124324269694	93.74616374776309	99.36309097971527	10.191175076530667	2	10	65.0	
47	2295432360007	3	0.01	400	100	500	0.5	28808.875692	True	400	174.43414421412498	74.94948672765139	49.88369016760954	121.89662424049024	108.93407691209494	24.908159610650372	2	30	100.0	
48	2295598087242	3	0.01	400	100	500	0.5	26787.899403	True	400	261.4613942786721	117.41142398910408	89.74138121247609	106.18734749010515	103.32383114478709	22.451062019269514	2	65	100.0	
49	2295773113254	3	0.01	400	100	500	0.5	41680.533165	True	400	167.08291521462746	75.43741835635647	56.9532156495084	125.06210664841299	101.42120282637548	30.789047979518177	2	100	100.0	
50	2298131871689	4	0.01	400	100	500	0.5	294.954453	False	10	-135.56069968980623	-162.6509112615858	-162.6509112615858	-162.6509112615858	-162.6509112615858	18.031375857641244	3	10	100.0	30.0
51	6398894595	1	0.01	200	10	500	0.7	429.694243	True	200	56.667002521522065	-64.1161928465711	-64.1161928465711	14.417265662418849	12.378347502148268	18.333257686420787	1	100		
52	6403149655	1	0.01	200	50	1000	0.7	10840.150447	True	200	36.57730381342451	-12.872513382916688	-12.872513382916688	5.5437250244360055	7.432001934944605	11.306634718367501	1	100		
53	6405807355	1	0.01	200	10	500	0.7	268.488068	True	200	24.491087264195	-67.63939388227364	-67.63939388227364	-11.301130080861478	-14.85743495340123	17.34830005695802	1	150		
54	6409200238	1	0.01	200	50	500	0.9	2550.344876	True	200	137.40984751910162	-24.339537509372704	-24.339537509372704	64.08064074087498	76.53888668548612	27.47801841386881	1	150		
55	6413509004	1	0.01	200	10	500	0.7	324.967148	True	200	62.757098509576316	-66.4521657869062	-66.4521657869062	-5.281547961663838	-11.717232686428847	42.74718747132432	1	200		
56	6416468866	1	0.01	200	50	1000	0.7	6855.995252	True	200	251.55320758274874	78.94211218465752	78.94211218465752	197.5617960236121	188.05103215667748	52.70540049037974	1	200		
57	2289603491094	1	0.01	200	300	1000	0.8	38989.922306	True	200	202.90577667524965	93.12996777463103	93.12996777463103	176.994932558399	173.78696575723282	18.15927042868332	1	100		
58	2289621002049	1	0.01	200	300	1000	0.9	10808.003076	True	200	240.56499093824732	21.486989393899506	21.486989393899506	204.5100146883642	203.33650388611792	28.516331922122095	1	100		
59	2289638933234	1	0.01	200	10	500	0.5	569.585133	True	200	99.46043662263585	-14.91980184544209	-14.91980184544209	46.66241804752057	48.86605080430586	18.779842271834845	1	150		
60	2289705093347	1	0.01	200	10	1000	0.5	244.216133	True	200	61.21293760680362	-38.75662308409793	-38.75662308409793	-16.469373117218105	-1.4296570203262258	25.751208149936247	1	150		
61	2289781873485	1	0.01	200	50	500	0.5	4463.055124	True	200	115.10665996884669	53.619760567575405	53.619760567575405	94.74069166537757	93.60438282319637	11.123872796416292	1	150		
62	2289857879154	1	0.01	200	50	1000	0.5	5001.3288	True	200	239.67954793094236	45.41766395122835	45.41766395122835	197.20833123996547	198.64491317998775	23.63884853895218	1	150		
63	2289935299829	1	0.01	200	150	500	0.5	10027.366298	True	200	264.72438922088895	93.32659549151388	93.32659549151388	237.98002893538242	213.7325379736278	43.7240184496289	1	150		
64	2287830637738	1	0.01	200	150	1000	0.9	20845.746119	True	200	174.86849952359702	63.377900921293474	63.377900921293474	153.97480220343613	149.44394667207044	14.764071785512582	1	200		
65	2289148389097	1	0.01	200	10	500	0.5	134.138622	True	200	36.495929582641594	-103.29775478054614	-103.29775478054614	-21.6012544603352	-57.24978258612734	42.87736967157808	1	100		
66	2289203306834	1	0.01	200	10	1000	0.5	809.364477	True	200	149.69983661330977	-12.990247656004659	-12.990247656004659	65.9838695085966	58.620992876173226	37.18352919872716	1	100		
67	2289263033643	1	0.01	200	50	500	0.5	5484.409917	True	200	155.00866070397203	57.78975846470566	57.78975846470566	112.37021304480334	119.50973180461891	14.408557922251372	1	100		
68	2289321180313	1	0.01	200	50	1000	0.5	4774.697033	True	200	164.595394304572	34.18160342747811	34.18160342747811	130.59320965385112	120.37319975078206	25.249201249546957	1	100		
69	2289384530357	1	0.01	200	150	500	0.5	8044.215785	True	200	274.72397809462547	154.10950003616043	154.10950003616043	261.9450718957901	256.2958441235597	15.899405532853903	1	100		
70	2289443530024	1	0.01	200	150	1000	0.5	16985.756993	True	200	175.9923125673003	56.04900640929154	56.04900640929154	139.66538920980437	118.9605333674382	29.881034026100327	1	100		
71	6403492914	1	0.01	200	50	1000	0.8	5595.843583	True	200	93.61595535825646	-23.68181219202738	-23.68181219202738	59.620677005126375	56.02873947443225	19.020664613488755	1	100		
72	6403820972	1	0.01	200	50	1000	0.9	1890.360586	True	200	74.54391910892791	-49.40399473589368	-49.40399473589368	30.740313968691456	23.196543434900537	20.578412192189933	1	100		
73	6404142523	1	0.01	200	70	500	0.7	7235.30246	True	200	144.56126703228543	49.17041975613637	49.17041975613637	100.48068862919476	111.55969897250056	23.56610939736021	1	100		
74	6404474504	1	0.01	200	70	500	0.8	6912.688567	True	200	153.0663630045252	65.75518230738943	65.75518230738943	131.49490197299366	129.0885552537775	14.689188659152604	1	100		
75	6404800191	1	0.01	200	70	500	0.9	6302.837078	True	200	135.328219342024	24.426847232854914	24.426847232854914	113.81296428690811	101.40773746436635	20.29829160740083	1	100		
76	6405068848	1	0.01	200	70	1000	0.7	11969.14827	True	200	169.65947355774352	40.062326792399205	40.062326792399205	107.85334252209748	98.35130008874789	28.264208640583746	1	100		
77	6405310643	1	0.01	200	70	1000	0.8	6484.343599	True	200	262.249704055664	65.43130571210037	65.43130571210037	227.20445298018828	212.26623469327404	27.107710001656727	1	100		
78	6405563712	1	0.01	200	70	1000	0.9	10596.207618	True	200	153.44989605655917	29.207211114905522	29.207211114905522	98.79774460047214	107.00842337100272	18.369304979500164	1	100		
79	2290016002902	1	0.01	200	150	1000	0.5	23982.246313	True	200	131.003894724141	36.650688635413374	36.650688635413374	29.77648063265711	46.33751731825932	47.189364429513454	1	150		
80	2290092674916	1	0.01	200	300	500	0.5	13431.681405	True	200	276.65898898854306	167.13205259697924	167.13205259697924	258.064932578829	261.4048078107664	12.125584472658804	1	150		
81	2290109075800	1	0.01	200	300	500	0.7	15606.595598	True	200	270.6025469297858	150.78072595479387	150.78072595479387	225.7160878670336	235.58633165386163	37.67383185440436	1	150		
82	2290128155630	1	0.01	200	300	500	0.8	25365.441024	True	200	186.05337089789558	98.84452049376785	98.84452049376785	154.66296299412343	154.13815683692263	12.368686389042791	1	150		
83	2290145630591	1	0.01	200	300	500	0.9	19608.364978	True	200	183.82591326627588	90.7217656367782	90.7217656367782	163.86395472382677	157.5999839638036	17.863995760362883	1	150		
84	2290165512056	1	0.01	200	300	1000	0.5	37602.628074	True	138	173.84291678240916	77.43408175360459	77.43408175360459	156.93260543600465	149.0405480221991	13.392245263260406	1	150		
85	6413850469	1	0.01	200	10	500	0.8	257.548837	True	200	25.27542985626686	-223.7333662246257	-223.7333662246257	-95.09161651730822	-210.12088866218758	133.74623621782726	1	200		
86	6414220429	1	0.01	200	10	500	0.9	237.355309	True	200	-5.4275122327844345	-121.09049655339648	-121.09049655339648	-40.48333305405251	-60.118423232406776	52.33959986711468	1	200		
87	6414439922	1	0.01	200	10	1000	0.7	1436.058514	True	200	167.7659992544355	-58.008150177657114	-58.008150177657114	21.562271253151057	-26.635149932369362	106.62486462842404	1	200		
88	6414696961	1	0.01	200	10	1000	0.8	1151.069464	True	200	157.85761026237745	-55.20503642831738	-55.20503642831738	-24.518240870455102	8.862215889683121	83.3117083503935	1	200		
89	6415061330	1	0.01	200	10	1000	0.9	109.0622	True	200	-90.85316933619957	-175.77582635371655	-175.77582635371655	-142.43592456509407	-136.26192536326073	12.64834068183987	1	200		
90	6415384184	1	0.01	200	50	500	0.7	5959.839422	True	200	106.24823535935482	41.955166436158514	41.955166436158514	94.2626447913028	80.85131467255651	17.11347638110608	1	200		
91	6415599519	1	0.01	200	50	500	0.8	3573.567638	True	200	145.26450159947305	25.96718332597282	25.96718332597282	22.35141357932966	52.83940619825274	45.3746139572667	1	200		
92	6416140767	1	0.01	200	50	500	0.9	772.005306	True	200	-70.53895690726745	-155.83717735914757	-155.83717735914757	-103.8718770511727	-122.85811333351306	26.001878109757918	1	200		
93	2290766197475	1	0.01	200	300	500	0.8	30421.270009	True	200	182.36316461003273	78.49755673955602	78.49755673955602	145.00143906125234	143.2847780674316	21.94157639490075	1	200		
94	2290787295379	1	0.01	200	300	500	0.9	8976.524544	True	200	208.33470385282635	7.005979005283125	7.005979005283125	174.12272312196737	156.44083625893796	28.865021380326915	1	200		
95	2290806936175	1	0.01	200	300	1000	0.5	3154.181227	False	21	-2.903873490203124	-79.85446275806218	-79.85446275806218	-79.85446275806218	-79.85446275806218	44.002577063896126	1	200		
96	2291739214047	2	0.01	400	50	500	0.5	11422.971973	True	400	141.10729658135352	31.368138682520648	-44.11736564122535	119.43968612236007	121.32991798757355	11.79867299668757	1	10		
97	2291757162014	2	0.01	400	200	500	0.5	50137.683769	True	400	256.72935862455745	80.26090058976834	3.230293615562141	236.65414593180702	240.4981952346308	12.068456075885463	1	10		
98	2298858927399	4	0.01	400	100	500	0.5	389.749437	False	6	-151.21698421048757	-182.49804477238044	-182.49804477238044	-182.49804477238044	-182.49804477238044	17.953717779424327	3	30	10.0	65.0
99	2299027162834	4	0.01	400	100	500	0.5	333.740935	False	8	-155.35433089456146	-169.6986508711089	-169.6986508711089	-169.6986508711089	-169.6986508711089	15.494817386732615	3	30	30.0	10.0
100	2299521567332	4	0.01	400	100	500	0.5	26638.521089	True	400	174.27662074850105	83.0659213056981	53.18779575116346	126.55159846372644	131.45789416208513	24.52120659744226	3	30	100.0	10.0
101	2300232181546	4	0.01	400	100	500	0.5	9585.44056	True	400	-119.60601960149037	-132.15232076931738	-132.30284120865534	-131.25800006234854	-131.52730108708158	4.0405276545099715	3	30	400.0	400.0
102	2301029315447	4	0.01	400	100	500	0.5	11690.607056	True	400	130.0868453951267	-190.8400692551485	-17.039373879231043	-292.10769612127166	-328.88269136102014	42.64695919217795	3	65	65.0	200.0
103	6406858596	1	0.01	200	10	500	0.8	169.007324	True	200	-31.633602789864142	-128.0930101861553	-128.0930101861553	-92.84738864858838	-114.15270376767694	43.80861694197637	1	150		
104	6407168188	1	0.01	200	10	500	0.9	650.876018	True	200	39.39398296224341	-151.01016905477843	-151.01016905477843	-64.66565967559782	-40.14664654840426	38.02525655507228	1	150		
105	6407463479	1	0.01	200	10	1000	0.7	1252.207085	True	200	-4.869600075785492	-90.32563603426834	-90.32563603426834	-71.04060876221958	-71.87638231757846	32.193116103643604	1	150		
106	6407797397	1	0.01	200	10	1000	0.8	85.124828	True	200	-96.847337401866	-132.46752364819176	-132.46752364819176	-130.80564343926312	-129.00439702577344	14.633767483773488	1	150		
107	6408149987	1	0.01	200	10	1000	0.9	221.871895	True	200	0.243781494071564	-103.61354404505347	-103.61354404505347	-85.67047776790528	-86.03514272383524	31.435869194877313	1	150		
108	6408496043	1	0.01	200	50	500	0.7	5723.22544	True	200	98.80184786575533	27.60076702383474	27.60076702383474	81.42051808972089	75.90888603123412	10.422526628422487	1	150		
109	6408837731	1	0.01	200	50	500	0.8	3355.828213	True	200	251.979449684412	60.33110939792734	60.33110939792734	192.70400534406275	173.95560783494832	45.83778857202406	1	150		
110	6416805880	1	0.01	200	50	1000	0.8	2101.685289	True	200	233.01549486703283	13.817928944404748	13.817928944404748	191.00219890632812	178.6957695864789	32.709770356709726	1	200		
111	6417191087	1	0.01	200	50	1000	0.9	4401.613332	True	200	150.9099106633308	-14.892371146053419	-14.892371146053419	80.0280202707524	77.52803953444064	40.60904070999801	1	200		
112	6417427043	1	0.01	200	70	500	0.7	4286.78319	True	200	268.41137941380447	124.03810183604634	124.03810183604634	230.95198453667084	231.09632283219136	22.641297939618333	1	200		
113	6417710910	1	0.01	200	70	500	0.8	6267.775898	True	200	150.59707948063402	54.17718165902616	54.17718165902616	89.32901012010498	98.68199975545105	30.755211257440802	1	200		
114	6417986023	1	0.01	200	70	500	0.9	2431.117987	True	200	176.34046205966288	11.125078405386393	11.125078405386393	81.94479654789733	74.05364804784408	55.248207062051115	1	200		
115	6418223916	1	0.01	200	70	1000	0.7	4343.842987	True	200	274.1599900154776	134.12368454428142	134.12368454428142	218.70832875547174	225.52637517393555	42.893681172391155	1	200		
116	6418421758	1	0.01	200	70	1000	0.8	7419.763998	True	200	117.31960021601832	29.658858755009096	29.658858755009096	44.46965435990115	38.18583594807419	36.66978756782742	1	200		
117	6418618448	1	0.01	200	70	1000	0.9	4876.669019	True	200	161.01490539206318	13.606633346198123	13.606633346198123	107.4064080732135	89.25507716516762	29.226642106803023	1	200		
118	2289508891331	1	0.01	200	300	500	0.5	1059.247159	False	22	-17.710575702989573	-85.42547832882833	-85.42547832882833	-85.42547832882833	-85.42547832882833	42.758456827090626	1	100		
119	2289524828615	1	0.01	200	300	500	0.7	15543.779846	True	200	270.52151951349356	143.05185919884585	143.05185919884585	257.2115391938198	252.91229164093653	11.076982111227991	1	100		
120	2289538816485	1	0.01	200	300	500	0.8	20014.674528	True	200	166.08455771288374	76.5474244175821	76.5474244175821	149.4200774814632	138.96271610856547	14.882629428240513	1	100		
121	2289554170067	1	0.01	200	300	500	0.9	17367.470733	True	200	166.97722480250815	78.96382293724861	78.96382293724861	152.24585149396955	145.28661079234146	20.754050717326802	1	100		
122	2289569819764	1	0.01	200	300	1000	0.5	19451.925294	True	200	276.2281520333504	149.8833888371106	149.8833888371106	263.5982786702181	256.16914231552295	14.96486936958691	1	100		
123	2289586500297	1	0.01	200	300	1000	0.7	35627.50766	True	200	190.457035574898	110.02938155431951	110.02938155431951	174.95845771681195	174.79470006018212	9.88897332055118	1	100		
124	2291817697935	2	0.01	400	200	500	0.5	59505.784172	True	400	169.57941217557155	108.75197441998779	62.548464800574855	163.4324827272877	155.18033680945993	13.443479541859835	1	30		
125	2291859736930	2	0.01	400	50	500	0.5	12033.521539	True	400	271.40884934940374	105.90769106730495	40.375780407324925	242.95376580727873	242.68918475603664	18.72893279369985	1	65		
126	2291879589435	2	0.01	400	200	500	0.5	43443.155812	True	400	177.57120640105364	125.56717414747276	91.47748818441754	166.63451514788977	163.75730654188988	7.573924924238647	1	65		
127	2291925953700	2	0.01	400	50	500	0.5	13811.364882	True	400	181.54729660195645	98.8157268113577	62.141918705792584	137.2556326227791	138.9455394191546	19.329828495484065	1	100		
128	2291950921733	2	0.01	400	200	500	0.5	30139.205586	True	400	282.5762671948935	197.95488906254212	133.42244658964427	255.304106733819	256.75382184950905	23.089122619808265	1	100		
129	2292002596874	2	0.01	400	50	500	0.5	12591.754501	True	400	196.03977144519283	84.5710129638293	42.14420084383115	83.9096773052092	90.21648294234919	14.847875013216155	1	150		
130	2292024736000	2	0.01	400	200	500	0.5	28958.114572	True	400	277.04265322071876	206.39098121429043	159.0692892893102	265.5890528455851	262.01073161388257	9.526486283571455	1	150		
131	2292073209259	2	0.01	400	50	500	0.5	13260.674926	True	400	150.15131971793107	66.05604406934371	47.02344708750154	134.6865726867532	99.01751658721265	42.26816982464176	1	200		
132	2292098547091	2	0.01	400	200	500	0.5	22017.954769	True	400	284.96588787981483	214.00454493691956	166.81034245016292	269.60225067056587	268.5801582839502	9.979655459010818	1	200		
133	2295195100690	3	0.01	400	100	500	0.5	27729.542618	True	400	165.2370978673416	79.59228967276728	16.466741631800396	155.87922513239312	154.9458342182358	5.374700292879341	2	10	10.0	
134	2295221248791	3	0.01	400	100	500	0.5	30737.93173	True	400	167.74419314325837	93.51324201403648	40.18249658937543	143.24590953504682	148.89647460811887	10.40166056970003	2	10	30.0	
135	2295269733941	3	0.01	400	100	500	0.5	27402.283667	True	400	187.8720983223259	90.42944901949096	43.447831669933414	149.55200517841863	148.83564070431447	13.903595143659333	2	10	100.0	
136	2295295787581	3	0.01	400	100	500	0.5	29418.69276	True	400	190.1133105381572	97.61107125301312	54.16395634778931	123.96227666975172	129.682336853902	25.06662211565395	2	10	200.0	
137	2295321839410	3	0.01	400	100	500	0.5	20851.42862	True	400	198.36320447039947	35.002892581665975	52.357765790377655	-76.58822417543726	-120.47485932910948	71.3325626839754	2	10	400.0	
138	2295405400446	3	0.01	400	100	500	0.5	30903.685705	True	400	159.89183075067805	67.66348064748466	49.96297516380118	91.7887953669967	70.93749818145521	33.11862479811049	2	30	65.0	
139	2295459840273	3	0.01	400	100	500	0.5	29161.628799	True	400	169.16763745662308	62.050878045110174	34.39431208497497	61.73619658128979	96.12475327451968	44.72705227086614	2	30	200.0	
140	2295488869908	3	0.01	400	100	500	0.5	25702.515972	True	400	176.99890884856632	65.56839685833613	66.78524947824883	101.23654930107692	84.01937490366353	38.92511067320468	2	30	400.0	
141	2295516527882	3	0.01	400	100	500	0.5	26810.244438	True	400	227.4419809571963	55.268330777905	-23.787459874913456	145.65005774508953	147.63544254415643	29.251097120497615	2	65	10.0	
142	2295544359654	3	0.01	400	100	500	0.5	32941.099582	True	400	242.71200102074562	101.17858658523838	55.454155349844584	177.1168168922629	185.3227439341991	52.391262965257134	2	65	30.0	
143	2295570656342	3	0.01	400	100	500	0.5	34937.958246	True	400	180.2094336125982	84.73855168831795	92.52448686349472	-89.97447754766264	10.954436815479466	108.03851731316853	2	65	65.0	
144	2295626802817	3	0.01	400	100	500	0.5	33169.657522	True	400	258.5852263489554	114.99935364687198	117.86699220038798	123.46068572524865	125.72629948043745	32.934477515658386	2	65	200.0	
145	2295655743892	3	0.01	400	100	500	0.5	2985.358774	True	400	-74.80631993700469	-135.86745218492982	-140.12659274145307	-131.55984721093427	-131.74334321871135	4.00824246367966	2	65	400.0	
146	2295684743375	3	0.01	400	100	500	0.5	45331.658856	False	380	164.9358745657808	88.70560078535154	43.20849090092792	130.44431247891282	127.58698369747181	16.41963155336861	2	100	10.0	
147	2295712140124	3	0.01	400	100	500	0.5	20236.331723	True	400	267.3373755590111	129.37682008054045	96.38640626259377	247.58625535438748	203.21992032421724	52.44848217711666	2	100	30.0	
148	2295742016022	3	0.01	400	100	500	0.5	27663.176718	True	400	269.46397248720376	96.91626360483853	100.22006760414361	100.62924433920023	71.19903341180874	53.83970819278463	2	100	65.0	
149	2295801787563	3	0.01	400	100	500	0.5	28453.797096	True	400	142.63197582580437	55.795471508111895	55.47458061796961	49.341198668458134	59.33646829409356	22.132399833222543	2	100	200.0	
150	2295828983783	3	0.01	400	100	500	0.5	11578.648497	True	400	137.539658269767	-275.71963226676866	7.978001454956695	-573.7329477898703	-575.58398319733	17.826691115495557	2	100	400.0	
151	2295853834254	3	0.01	400	100	500	0.5	26365.052454	True	400	276.2188127871626	165.64886370551517	104.02416521402505	234.11051328068095	246.44138804775528	28.092807294167788	2	200	10.0	
152	2295878666643	3	0.01	400	100	500	0.5	37644.457715	False	302	248.86239465525992	109.85393091931098	81.80223129113251	155.14058419302734	169.60136142093987	43.405867317593554	2	200	30.0	
153	2295905171078	3	0.01	400	100	500	0.5	36597.819988	False	241	137.82287872190165	60.67276456200237	55.1623615970271	93.70359838472507	87.0003318662176	12.92830705383869	2	200	65.0	
154	2295961894236	3	0.01	400	100	500	0.5	30831.124347	False	124	112.73156067204438	55.81127494981506	55.81127494981506	89.83648064279242	89.28307206898248	11.446350714202959	2	200	200.0	
